City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
125,Mpika,ZM,-11.8343,31.4529,62.55,79,33,7.2,scattered clouds
126,Sisophon,KH,13.5859,102.9737,70.7,80,99,8.84,overcast clouds
127,Gobabis,NA,-22.45,18.9667,74.93,21,0,12.3,clear sky
128,Sanmenxia,CN,34.7747,111.1814,65.93,32,0,5.01,clear sky
129,Vanavara,RU,60.34,102.2797,31.62,95,100,12.71,light snow
130,Tahta,EG,26.7693,31.5021,96.64,11,42,15.43,scattered clouds
131,Pyay,MM,18.8167,95.2167,79.47,68,42,6.13,scattered clouds
132,San Cristobal,VE,7.7669,-72.225,83.08,41,40,10.2,scattered clouds
133,Baykit,RU,61.67,96.37,31.93,87,100,10.8,overcast clouds
134,Kasangulu,CD,-4.5911,15.1708,79.86,83,99,4.61,moderate rain
135,Taoudenni,ML,22.6783,-3.9836,100.72,8,16,10.18,few clouds
136,Kasaragod,IN,12.5,75.0,78.84,79,100,9.26,overcast clouds
137,Meulaboh,ID,4.1363,96.1285,75.52,94,100,7.4,moderate rain
138,Saint George,US,37.1041,-113.5841,61.39,27,0,4.61,clear sky
139,Kranuan,TH,16.7067,103.0788,73.15,48,100,5.19,overcast clouds
140,Rewari,IN,28.1833,76.6167,95.92,10,8,12.03,clear sky
141,Panjab,AF,34.388,67.0233,47.05,75,90,6.85,light rain
142,Lagoa,PT,39.05,-27.9833,61.68,85,100,11.07,overcast clouds
143,Seoul,KR,37.5683,126.9778,53.04,33,0,3.6,clear sky
144,Bredasdorp,ZA,-34.5322,20.0403,69.08,70,7,9.13,clear sky
145,Morshansk,RU,53.4435,41.8107,56.32,64,84,15.88,broken clouds
146,Dillon,US,34.4166,-79.3712,83.14,57,69,10.45,broken clouds
147,Kutum,SD,14.2,24.6667,97.9,10,11,9.31,few clouds
148,Chumphon,TH,10.3333,98.8333,73.15,93,100,2.93,overcast clouds
149,Dingle,PH,10.9995,122.6711,78.13,81,100,6.55,overcast clouds
150,Along,IN,28.1667,94.7667,66.06,95,100,2.68,light rain
151,Baijiantan,CN,45.6333,85.1833,76.1,39,93,12.88,overcast clouds
152,Sorland,NO,67.667,12.6934,37.26,60,100,17.25,light rain
153,Saint-Louis,SN,16.3333,-15.0,103.48,10,46,10.4,scattered clouds
154,Takoradi,GH,4.8845,-1.7554,85.66,67,52,9.06,broken clouds
155,Tilichiki,RU,60.4667,166.1,14.92,95,48,6.82,scattered clouds
156,Sitka,US,57.0531,-135.33,44.49,65,100,17.27,light rain
157,Nuuk,GL,64.1835,-51.7216,29.01,100,100,26.46,heavy snow
158,Palmas Bellas,PA,9.2319,-80.0867,83.25,77,95,5.64,overcast clouds
159,Novoagansk,RU,61.9449,76.6625,25.3,92,10,6.87,clear sky
160,Tuatapere,NZ,-46.1333,167.6833,50.95,88,74,4.41,broken clouds
161,Souillac,MU,-20.5167,57.5167,77.38,83,75,4.61,broken clouds
162,Ribeira Grande,PT,38.5167,-28.7,66.6,77,75,9.22,broken clouds
163,Askiz,RU,53.1319,90.5264,50.47,52,35,10.09,scattered clouds
164,Paracuru,BR,-3.41,-39.0306,88.11,81,81,13.38,broken clouds
165,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.87,70,51,9.19,broken clouds
166,Ponta Do Sol,PT,32.6667,-17.1,72.12,63,3,2.98,clear sky
167,Okhotsk,RU,59.3833,143.3,27.64,91,82,3.38,broken clouds
168,Cabedelo,BR,-6.9811,-34.8339,82.56,80,52,15.03,broken clouds
169,Faanui,PF,-16.4833,-151.75,81.07,75,75,11.34,broken clouds
170,Borgarnes,IS,64.5383,-21.9206,37.81,99,100,8.39,overcast clouds
171,Filingue,NE,14.3521,3.3168,106.45,7,82,4.16,broken clouds
172,Arman,RU,59.7,150.1667,31.28,89,78,4.05,broken clouds
173,Coquimbo,CL,-29.9533,-71.3436,62.96,69,0,3.27,clear sky
174,Providencia,MX,28.7167,-111.5833,75.2,52,100,11.07,overcast clouds
175,Margate,GB,51.3813,1.3862,55.69,76,63,1.01,broken clouds
176,Tubuala,PA,9.5167,-79.0333,83.71,74,96,2.17,overcast clouds
177,Thio,NC,-21.6167,166.2167,73.36,88,18,4.32,few clouds
178,Mulatupo,PA,8.9492,-77.7652,84.81,75,53,1.01,broken clouds
179,Wairoa,NZ,-39.0333,177.3667,48.54,99,58,1.99,broken clouds
180,Civitavecchia,IT,42.0933,11.7967,70.45,65,100,9.31,overcast clouds
181,Kavaratti,IN,10.5669,72.642,85.62,69,100,15.41,overcast clouds
182,Port-Gentil,GA,-0.7193,8.7815,87.76,74,40,10.36,scattered clouds
183,Barra Do Garcas,BR,-15.89,-52.2567,88.27,42,15,4.47,few clouds
184,Lodja,CD,-3.4833,23.4333,81.01,67,94,0.74,overcast clouds
185,Chuy,UY,-33.6971,-53.4616,64.04,59,25,12.33,scattered clouds
186,Orcopampa,PE,-15.2661,-72.3417,56.05,28,61,2.24,broken clouds
187,El Estor,GT,15.5333,-89.35,83.8,70,37,2.84,scattered clouds
188,Longyearbyen,SJ,78.2186,15.6401,15.64,62,75,4.61,broken clouds
189,Lujan,AR,-34.5703,-59.105,61.02,58,0,4.0,clear sky
190,Egvekinot,RU,66.3167,-179.1667,8.06,83,13,10.07,few clouds
191,Kostomuksha,RU,64.571,30.5767,33.03,81,100,14.29,light snow
192,Severo-Yeniseyskiy,RU,60.3725,93.0408,26.1,90,55,7.36,broken clouds
193,Jumla,NP,29.2747,82.1838,56.57,85,100,2.89,moderate rain
194,Puerto Ayora,EC,-0.7393,-90.3518,73.45,83,93,7.31,overcast clouds
195,Champerico,GT,14.3,-91.9167,88.34,71,33,6.62,scattered clouds
196,Hobyo,SO,5.3505,48.5268,82.65,76,95,21.81,overcast clouds
197,Tuktoyaktuk,CA,69.4541,-133.0374,23.0,93,75,11.5,broken clouds
198,Mayo,US,38.8876,-76.5119,62.56,90,100,5.75,mist
199,Matagami,CA,49.7502,-77.6328,48.31,93,100,5.75,light rain
200,Pisco,PE,-13.7,-76.2167,66.02,85,13,5.21,few clouds
201,Ipixuna,BR,-1.7625,-48.8043,87.94,63,55,0.87,broken clouds
202,Sinnamary,GF,5.3833,-52.95,74.95,93,100,5.37,overcast clouds
203,Sonoita,MX,31.85,-112.8333,72.14,29,91,14.03,overcast clouds
204,Ilhabela,BR,-23.7781,-45.3581,82.08,67,9,4.63,clear sky
205,Warrnambool,AU,-38.3833,142.4833,55.81,90,100,12.53,overcast clouds
206,Esperance,AU,-33.8667,121.9,58.03,64,99,15.12,overcast clouds
207,Ranong,TH,9.9658,98.6348,77.74,94,100,4.45,overcast clouds
208,Waddan,LY,29.1614,16.139,80.58,18,0,5.06,clear sky
209,Dali,CN,25.7,100.1833,47.43,89,100,2.89,overcast clouds
210,Pangnirtung,CA,66.1451,-65.7125,18.3,85,55,4.25,broken clouds
211,Palu,ID,-0.8917,119.8707,77.07,97,79,1.97,broken clouds
212,Gweru,ZW,-19.45,29.8167,59.41,69,100,8.66,overcast clouds
213,Antigonish,CA,45.6169,-61.9986,48.15,65,94,8.01,overcast clouds
214,Bulolo,PG,-7.2,146.65,71.08,98,95,0.72,overcast clouds
215,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,48,0,18.41,clear sky
216,Marfino,RU,55.7028,37.3822,64.31,33,0,20.13,clear sky
217,Umm Lajj,SA,25.0213,37.2685,87.89,45,0,8.75,clear sky
218,Port Blair,IN,11.6667,92.75,83.1,77,91,5.06,overcast clouds
219,Vestmanna,FO,62.1564,-7.1664,41.92,93,100,17.27,light rain
220,Linxia,CN,35.6003,103.2064,55.62,28,0,5.77,clear sky
221,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,76.66,48,75,3.27,broken clouds
222,Ustye,RU,59.6304,39.736,46.45,62,100,11.61,overcast clouds
223,Grindavik,IS,63.8424,-22.4338,43.27,100,100,18.41,mist
224,Mutoko,ZW,-17.397,32.2268,67.21,48,88,8.41,overcast clouds
225,Hasaki,JP,35.7333,140.8333,50.4,60,3,12.28,clear sky
226,Garsten,AT,47.9987,14.4035,73.38,56,15,3.51,few clouds
227,Chinsali,ZM,-10.5414,32.0816,66.04,77,69,7.34,broken clouds
228,Najran,SA,17.4924,44.1277,89.83,10,0,17.34,clear sky
229,Sortland,NO,68.6949,15.4162,35.56,68,100,10.76,snow
230,Bethel,US,41.3712,-73.414,56.89,78,100,6.91,overcast clouds
231,Bolobo,CD,-2.1667,16.2333,85.89,58,100,5.03,overcast clouds
232,Mlimba,TZ,-8.8,35.8167,74.95,79,100,1.14,overcast clouds
233,Pontes E Lacerda,BR,-15.2261,-59.3353,68.11,98,99,5.73,light rain
234,Pevek,RU,69.7008,170.3133,17.73,92,100,3.74,overcast clouds
235,Inhambane,MZ,-23.865,35.3833,72.01,84,44,7.99,light rain
236,Hebron,PS,31.5333,35.1,71.94,24,18,19.66,few clouds
237,Svetlaya,RU,46.5389,138.3297,39.38,99,100,3.15,light rain
238,Elko,US,41.0002,-115.5012,33.82,71,99,17.0,overcast clouds
239,Hailey,US,43.5196,-114.3153,34.9,80,100,3.0,light snow
240,Chuguyevka,RU,44.1653,133.8633,43.47,78,94,4.76,overcast clouds
241,Naze,JP,28.3667,129.4833,65.32,62,100,6.53,overcast clouds
242,Darnah,LY,32.767,22.6367,64.42,73,0,19.44,clear sky
243,Veraval,IN,20.9,70.3667,82.9,86,0,8.28,clear sky
244,Hervey Bay,AU,-25.2986,152.8535,66.02,92,1,8.01,clear sky
245,Yarada,IN,17.65,83.2667,86.32,79,75,5.75,light rain
246,Te Anau,NZ,-45.4167,167.7167,46.72,87,15,0.98,few clouds
247,Chupa,RU,66.27,33.0549,33.17,75,100,14.25,overcast clouds
248,Ilulissat,GL,69.2167,-51.1,28.42,69,75,10.36,broken clouds
249,Dunedin,NZ,-45.8742,170.5036,53.8,74,22,1.99,few clouds
250,Mehamn,NO,71.0357,27.8492,28.31,59,96,19.28,overcast clouds
251,Hambantota,LK,6.1241,81.1185,82.74,94,75,5.75,broken clouds
252,Olafsvik,IS,64.8945,-23.7142,36.03,92,100,28.1,overcast clouds
253,Port Macquarie,AU,-31.4333,152.9167,57.88,100,16,0.0,few clouds
254,Ouesso,CG,1.6136,16.0517,94.06,37,90,4.81,overcast clouds
255,Shima,CN,24.4478,117.8111,63.61,58,19,3.78,few clouds
256,Chiredzi,ZW,-21.05,31.6667,72.36,60,88,6.53,overcast clouds
257,Lavrentiya,RU,65.5833,-171.0,7.02,88,76,8.3,broken clouds
258,Mahuva,IN,21.0914,71.7622,86.94,62,0,18.54,clear sky
259,Pochutla,MX,15.7432,-96.4661,85.82,47,77,4.9,broken clouds
260,Bela,IN,25.9333,81.9833,97.88,24,0,8.41,clear sky
261,Paita,PE,-5.0892,-81.1144,71.44,72,5,8.79,clear sky
262,Batagay-Alyta,RU,67.8006,130.4114,10.35,97,99,3.6,overcast clouds
263,Narsaq,GL,60.9167,-46.05,41.22,73,99,4.47,overcast clouds
264,Geraldton,AU,-28.7667,114.6,59.41,82,0,14.97,clear sky
265,Cuenca,EC,-2.8833,-78.9833,58.6,84,100,3.8,overcast clouds
266,Copiapo,CL,-27.3667,-70.3333,53.29,22,0,3.94,clear sky
267,Kodiak,US,57.79,-152.4072,40.51,87,100,4.61,light rain
